anexo;archivo_pdf;pagina_pdf;pagina_impresa;nivel_gobierno;codigo_pliego;pliego;departamento;provincia;distrito;categoria_presupuestal;programa_presupuestal;producto;codigo_partida;tipo_partida;concepto;fuente_financiamiento;monto_soles;alcance_territorial;base_no_duplicada;nota;cuadra_el_pliego;diferencia_del_pliego
6;ANEXO-6-2;129;859;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000515;Actividad;ATENCION INTEGRAL DE SALUD DE LAS POBLACIONES EXCLUIDAS Y DISPERSAS A NIVEL NACIONAL;;3740138;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;129;859;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000538;Actividad;CAPACITACION Y PERFECCIONAMIENTO;;442114;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;129;859;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000558;Actividad;COMUNICACION Y ATENCION AL USUARIO;;74021;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;129;859;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000619;Actividad;CONTROL SANITARIO;;82938;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;129;859;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000659;Actividad;DESARROLLO DE IA EDUCACION EN COLEGIOS EXPERIMENTALES;;600000;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;129;859;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000661;Actividad;DESARROLLO DE LA EDUCACION LABORAL Y TECNICA;;20443365;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;129;859;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000664;Actividad;DESARROLLO DE LA EDUCACION PRIMARIA DE ADULTOS;;362081;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;129;859;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000666;Actividad;DESARROLLO DE LA EDUCACION SECUNDARIA DE ADULTOS;;2479821;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;129;859;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000668;Actividad;DESARROLLO DE LA EDUCACION TECNICA;;40027609;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;129;859;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000671;Actividad;DESARROLLO DE LA FORMACION DE ARTISTAS;;7024664;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;129;859;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000674;Actividad;DESARROLLO DE LA PRODUCCION AGROPECUARIA;;6038016;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;129;859;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000681;Actividad;DESARROLLO DEL CICLO AVANZADO DE LA EDUCACION BASICA ALTERNATIVA;;20186933;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;129;859;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000682;Actividad;DESARROLLO DEL CICLO INICIAL DE LA EDUCACION BASICA ALTERNATIVA;;3601;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;129;859;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000683;Actividad;DESARROLLO DEL CICLO INTERMEDIO DE LA EDUCACION BASICA ALTERNATIVA;;3926539;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;129;859;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000688;Actividad;DESARROLLO ECONOMICO REGIONAL;;571826;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000698;Actividad;DESARROLLO SOCIAL REGIONAL;;575412;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000713;Actividad;DESLINDE Y TITULACION DE COMUNIDADES CAMPESINAS;;117081;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000722;Actividad;DIRECCION Y GESTION;;808159;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000723;Actividad;DISPONIBILIDAD DE ALIMENTOS CON CALIDAD NUTRICIONAL PARA LA POBLACION;;5946579;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000730;Actividad;EDUCACION, INFORMACION Y COMUNICACION DE SALUD;;16406;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000825;Actividad;GESTION DE LA INFRAESTRUCTURA;;834600;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000830;Actividad;GESTION DE RESIDUOS SOLIDOS;;122996;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000850;Actividad;GESTION OPERATIVA;;3018122;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000859;Actividad;IDENTIFICACION, EVALUACION Y CONTROL DE RIESGOS Y DAÑOS EN SALUD OCUPACIONAL Y AMBIENTAL;;1759597;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000861;Actividad;IMAGEN INSTITUCIONAL;;567142;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000936;Actividad;MANTENIMIENTO DE INFRAESTRUCTURA PUBLICA;;1038853;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000953;Actividad;MANTENIMIENTO Y REPARACION DE ESTABLECIMIENTOS DE SALUD;;2260839;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5000991;Actividad;OBLIGACIONES PREVISIONALES;;93674571;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001022;Actividad;PLANEAMIENTO URBANO;;579509;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001031;Actividad;PRESERVACION Y DIFUSION DE ACERVOS BIBLIOGRAFICOS, DOCUMENTALES Y ARCHIVISTICOS;;1252174;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001034;Actividad;PREVENCION DE RIESGOS Y DAÑOS PARA LA SALUD;;430282;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001075;Actividad;PROMOCION DE LA SALUD;;730492;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001093;Actividad;PROMOCION INDUSTRIAL;;158693;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001095;Actividad;PROMOCION PESQUERA;;92448;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001122;Actividad;PROTECCION SOCIAL;;80000;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001160;Actividad;SALUD OCUPACIONAL;;1179426;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001171;Actividad;SEGURO INTEGRAL DE SALUD;;4600479;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001189;Actividad;SERVICIOS DE APOYO AL DIAGNOSTICO Y TRATAMIENTO;;49227266;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001195;Actividad;SERVICIOS GENERALES;;17274537;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001204;Actividad;SISTEMA DE INFORMATICA Y COMUNICACIONES;;1063828;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001205;Actividad;SISTEMA DE INFORMATICA Y TELECOMUNICACIONES;;1494969;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001216;Actividad;SOSTENIBILIDAD DE LA PRODUCCION AGROPECUARIA;;62000;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001228;Actividad;SUPERVISION Y CONTROL;;2863617;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001253;Actividad;TRANSFERENCIA DE RECURSOS PARA LA EJECUCION DE PROYECTOS DE INVERSION;;121069;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001285;Actividad;VIGILANCIA Y CONTROL DEL MEDIO AMBIENTE;;602822;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001286;Actividad;VIGILANCIA Y CONTROL EPIDEMIOLOGICO;;2164560;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001561;Actividad;ATENCION DE EMERGENCIAS Y URGENCIAS;;10181752;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001562;Actividad;ATENCION EN CONSULTAS EXTERNAS;;51056559;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001563;Actividad;ATENCION EN HOSPITALIZACION;;53622144;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001564;Actividad;INTERVENCIONES QUIRURGICAS;;24409029;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;130;860;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001565;Actividad;MANTENIMIENTO Y REPARACION DE EQUIPO;;1142416;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001566;Actividad;OTRAS ATENCIONES DE SALUD ESPECIALIZADAS;;277894;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001568;Actividad;ATENCION DE CUIDADOS INTENSIVOS;;3145752;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001569;Actividad;COMERCIALIZACION DE MEDICAMENTOS E INSUMOS;;11928745;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001859;Actividad;BRINDAR APOYO AL DIAGNOSTICO POR IMAGENES;;175734;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001860;Actividad;BRINDAR APOYO EN DIAGNOSTICO DE LABORATORIO;;1602520;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001867;Actividad;BRINDAR UNA ADECUADA DISPENSACION DE MEDICAMENTOS Y PRODUCTOS FARMACEUTICOS;;2966171;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001924;Actividad;DESARROLLO DE LA EDUCACION BASICA ALTERNATIVA;;89619;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001933;Actividad;DESARROLLO DE LA PROMOCION ESCOLAR, CULTURA Y DEPORTE;;1041335;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5001949;Actividad;DIRECCION Y GESTION REGIONAL;;822313;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5002266;Actividad;SERVICIO DE ALQUILER DE MAQUINARIA AGRICOLA Y PESADA;;356600;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5003934;Actividad;MEJORA EN LA GESTION DE LAS INSTITUCIONES EDUCATIVAS;;2147364;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5004429;Actividad;DESINFECCION Y/0 TRATAMIENTO DEL AGUA PARA EL CONSUMO HUMANO;;2435609;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5005326;Actividad;INTERVENCIONES DE COMUNICACION PARA EL CUIDADO INFANTIL Y PREVENCION DE ANEMIA Y DESNUTRICION CRONICA INFANTIL;;587405;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5005387;Actividad;MEJORAMIENTO Y ATENCION A LAS PERSONAS CON DISCAPACIDAD;;300000;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5005467;Actividad;MANTENIMIENTO PARA EQUIPAMIENTO E INFRAESTRUCTURA HOSPITALARIA;;15364074;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5005692;Actividad;DESARROLLO DE SERVICIOS PEDAGÓGICOS ESPECIALIZADOS;;151239;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5006267;Actividad;FORTALECIMIENTO INSTITUCIONAL DE LAS UGEL;;131152;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5006374;Actividad;SUPERVISIÓN A INSTITUCIONES EDUCATIVAS PRIVADAS;;333968;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;5006427;Actividad;VIGILANCIA DE LA CALIDAD DEL AGUA PARA CONSUMO HUMANO EN EL AMBITO URBANO Y RURAL (HOGARES DISPERSOS);;130183;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2016766;Proyecto de inversión;INICIATIVA A LA COMPETITIVIDAD;;10698630;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2163853;Proyecto de inversión;MEJORAMIENTO DEL ESTADIO MUNICIPAL CESAR RAUL CARRERA DEL DISTRITO DE AZANGARO, PROVINCIA DE AZANGARO - PUNO;;1345765;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2187217;Proyecto de inversión;MEJORAMIENTO DE LA CADENA DE VALOR DE LA FIBRA DE ALPACA EN LA REGION PUNO;;188781;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2230619;Proyecto de inversión;MEJORAMIENTO DE LA PRODUCCION Y PRODUCTIVIDAD DE LAS MYPE DE LAS PRINCIPALES LINEAS DE PRODUCCION EN LAS PROVINCIAS DE PUNO, SAN ROMAN Y EL COLLAO DE;;77681;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2290342;Proyecto de inversión;MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DE LOS SERVICIOS DEL PUESTO DE SALUD I- 1 DEL CENTRO POBLADO DE CARI CARI DEL DISTRITO DE MAÑAZO - PROVINCIA DE;;47336;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2308220;Proyecto de inversión;MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL PUESTO DE SALUD DE AYMAÑA DEL CENTRO POBLADO DE AYMAÑA DEL DISTRITO DE CORANI - PROVINCIA DE CARABAYA -;;5128392;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2323700;Proyecto de inversión;MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LAS CARRERAS DE PRODUCCION, AUTOMOTRIZ, MINERIA, CONTABILIDAD, COMPUTACION, SECRETARIADO, ENFERMERIA,;;638376;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2335880;Proyecto de inversión;MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LAS CARRERAS DE CONTABILIDAD, ENFERMERIA TECNICA, COMPUTACION E INFORMATICA, INDUSTRIA ALIMENTARIA Y;;1254673;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2343538;Proyecto de inversión;CREACION DE LOS SERVICIOS DE PROMOCION DEL COMERCIO EXTERIOR EN LA ZEEDE PUNO - REGION DE PUNO;;580909;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;131;861;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2357089;Proyecto de inversión;MEJORAMIENTO DE LOS SERVICIOS DEL CENTRO DE SALUD ESTRATEGICO SIMON BOLIVAR CATEGORIA 1-4 RED DE SALUD PUNO, DISTRITO PUNO - PROVINCIA DE PUNO - REGION;;14587856;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;132;862;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2357091;Proyecto de inversión;MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL CENTRO DE SALUD COATA 1-3 DE LA MICRORED JAE, RED DE SALUD PUNO - DIRESA PUNO, - DISTRITO DE COATA - PROVINCIA;;10255200;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;132;862;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2357092;Proyecto de inversión;MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DEL CENTRO DE SALUD COJATA 1-4, DE LA MICRO RED COJATA, RED DE SALUD HUANCANE, DIRESA PUNO, DISTRITO DE COJATA -;;10256256;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;132;862;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2357330;Proyecto de inversión;MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LAS CARRERAS DE PRODUCCION AGROPECUARIA, MECANICA DE PRODUCC1ON, COMPUTACION E INFORMATICA, ENFERMERIA;;4806839;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;132;862;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2427364;Proyecto de inversión;MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL HOSPITAL ANTONIO BARRIONUEVO DISTRITO DE LAMPA - PROVINCIA DE LAMPA - DEPARTAMENTO DE PUNO;;12720369;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;132;862;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2435272;Proyecto de inversión;MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL CENTRO DE SALUD LA REVOLUCION (NIVEL 1-4) DISTRITO DE SAN MIGUEL - PROVINCIA DE SAN ROMAN -;;14587598;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;132;862;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2436751;Proyecto de inversión;MEJORAMIENTO DE LOS SERVICIOS DE SALUD EN EL CENTRO DE SALUD PALCA DE LA LOCALIDAD DE PALCA DEL DISTRITO DE PALCA - PROVINCIA DE LAMPA - DEPARTAMENTO DE;;1068562;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;132;862;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2451529;Proyecto de inversión;MEJORAMIENTO DEL SERVICIO DE SALUD EN EL CENTRO DE SALUD PILCUYO DE LA MICRORED PILCUYO, RED DE SALUD EL COLLAO, DEL DISTRITO DE PILCUYO - PROVINCIA DE EL;;5987564;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;132;862;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2470517;Proyecto de inversión;MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL CENTRO DE SALUD COPAN] DE LA MICRO RED COPANI, RED DE SALUD YUNGUYO, DISTRITO DE COPAN] - PROVINCIA DE;;8258658;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;132;862;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2476464;Proyecto de inversión;MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL CENTRO DE SALUD KELLUYO DEL DISTRITO DE KELLUYO - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO;;8587485;Localizada en Puno;Sí;;No;7789915
6;ANEXO-6-2;132;862;Gobierno regional;458;GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO;Puno;;;APNOP;;;2490087;Proyecto de inversión;MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD NIVEL 1-4 DE LA LOCALIDAD DE TARACO, DISTRITO DE TARACO - PROVINCIA DE;;12443559;Localizada en Puno;Sí;;No;7789915
