departamento;codigo_pliego;pliego;nivel_gobierno;provincia;distrito;anexos;n_asignaciones;monto_asignado_soles;concepto_del_monto;referencia_paginas_pdf
Puno;067;SUPERINTENDENCIA NACIONAL DE LOS REGISTROS PUBLICOS;Gobierno nacional;;;5;1;202375;Partidas localizadas en Puno;ANEXO-5-1:63
Puno;163;INSTITUTO NACIONAL DE INNOVACION AGRARIA;Gobierno nacional;;;5;2;22905662;Partidas localizadas en Puno;ANEXO-5-3:23
Puno;241;INSTITUTO TECNOLOGICO DE LA PRODUCCION - ITP;Gobierno nacional;;;5;1;7881948;Partidas localizadas en Puno;ANEXO-5-3:130
Puno;520;U.N. DEL ALTIPLANO;Gobierno nacional;;;5;43;286166858;Presupuesto institucional total del pliego;ANEXO-5-1:136-137
Puno;552;U.N. DE JULIACA;Gobierno nacional;;;5;28;49055887;Presupuesto institucional total del pliego;ANEXO-5-2:67-68
Puno;210101;MUNICIPALIDAD PROVINCIAL DE PUNO;Gobierno local;Puno;Puno;7;17;123793876;Presupuesto institucional total del pliego;ANEXO-7-2-2:200
Puno;210102;MUNICIPALIDAD DISTRITAL DE ACORA;Gobierno local;Puno;Acora;7;9;19135909;Presupuesto institucional total del pliego;ANEXO-7-2-2:200
Puno;210103;MUNICIPALIDAD DISTRITAL DE AMANTANI;Gobierno local;Puno;Amantani;7;6;3419808;Presupuesto institucional total del pliego;ANEXO-7-2-2:201
Puno;210104;MUNICIPALIDAD DISTRITAL DE ATUNCOLLA;Gobierno local;Puno;Atuncolla;7;8;5056903;Presupuesto institucional total del pliego;ANEXO-7-2-2:201
Puno;210105;MUNICIPALIDAD DISTRITAL DE CAPACHICA;Gobierno local;Puno;Capachica;7;8;6528169;Presupuesto institucional total del pliego;ANEXO-7-2-2:201
Puno;210106;MUNICIPALIDAD DISTRITAL DE CHUCUITO;Gobierno local;Puno;Chucuito;7;9;6432089;Presupuesto institucional total del pliego;ANEXO-7-2-2:201-202
Puno;210107;MUNICIPALIDAD DISTRITAL DE COATA;Gobierno local;Puno;Coata;7;7;6187369;Presupuesto institucional total del pliego;ANEXO-7-2-2:202
Puno;210108;MUNICIPALIDAD DISTRITAL DE HUATA;Gobierno local;Puno;Huata;7;6;4013255;Presupuesto institucional total del pliego;ANEXO-7-2-2:202
Puno;210109;MUNICIPALIDAD DISTRITAL DE MAÑAZO;Gobierno local;Puno;Manazo;7;10;4914856;Presupuesto institucional total del pliego;ANEXO-7-2-2:202
Puno;210110;MUNICIPALIDAD DISTRITAL DE PAUCARCOLLA;Gobierno local;Puno;Paucarcolla;7;9;4327723;Presupuesto institucional total del pliego;ANEXO-7-2-2:202-203
Puno;210111;MUNICIPALIDAD DISTRITAL DE PICHACANI;Gobierno local;Puno;Pichacani;7;7;7194250;Presupuesto institucional total del pliego;ANEXO-7-2-2:203
Puno;210112;MUNICIPALIDAD DISTRITAL DE PLATERIA;Gobierno local;Puno;Plateria;7;8;6697663;Presupuesto institucional total del pliego;ANEXO-7-2-2:203
Puno;210113;MUNICIPALIDAD DISTRITAL DE SAN ANTONIO;Gobierno local;Puno;San Antonio;7;6;3985612;Presupuesto institucional total del pliego;ANEXO-7-2-2:203
Puno;210114;MUNICIPALIDAD DISTRITAL DE TIQUILLACA;Gobierno local;Puno;Tiquillaca;7;5;2262632;Presupuesto institucional total del pliego;ANEXO-7-2-2:204
Puno;210115;MUNICIPALIDAD DISTRITAL DE VILQUE;Gobierno local;Puno;Vilque;7;6;3268514;Presupuesto institucional total del pliego;ANEXO-7-2-2:204
Puno;210201;MUNICIPALIDAD PROVINCIAL DE AZANGARO;Gobierno local;Azangaro;Azangaro;7;14;67824149;Presupuesto institucional total del pliego;ANEXO-7-2-2:204
Puno;210202;MUNICIPALIDAD DISTRITAL DE ACHAYA;Gobierno local;Azangaro;Achaya;7;9;4673327;Presupuesto institucional total del pliego;ANEXO-7-2-2:204-205
Puno;210203;MUNICIPALIDAD DISTRITAL DE ARAPA;Gobierno local;Azangaro;Arapa;7;9;8692662;Presupuesto institucional total del pliego;ANEXO-7-2-2:205
Puno;210204;MUNICIPALIDAD DISTRITAL DE ASILLO;Gobierno local;Azangaro;Asillo;7;7;18976425;Presupuesto institucional total del pliego;ANEXO-7-2-2:205
Puno;210205;MUNICIPALIDAD DISTRITAL DE CAMINACA;Gobierno local;Azangaro;Caminaca;7;8;4272912;Presupuesto institucional total del pliego;ANEXO-7-2-2:205
Puno;210206;MUNICIPALIDAD DISTRITAL DE CHUPA;Gobierno local;Azangaro;Chupa;7;8;6450891;Presupuesto institucional total del pliego;ANEXO-7-2-2:206
Puno;210207;MUNICIPALIDAD DISTRITAL DE JOSE DOMINGO CHOQUEHUANCA;Gobierno local;Azangaro;Jose Domingo Choquehuanca;7;7;5107712;Presupuesto institucional total del pliego;ANEXO-7-2-2:206
Puno;210208;MUNICIPALIDAD DISTRITAL DE MUÑANI;Gobierno local;Azangaro;Munani;7;7;11897324;Presupuesto institucional total del pliego;ANEXO-7-2-2:206
Puno;210209;MUNICIPALIDAD DISTRITAL DE POTONI;Gobierno local;Azangaro;Potoni;7;6;12445401;Presupuesto institucional total del pliego;ANEXO-7-2-2:206-207
Puno;210210;MUNICIPALIDAD DISTRITAL DE SAMAN;Gobierno local;Azangaro;Saman;7;6;10342100;Presupuesto institucional total del pliego;ANEXO-7-2-2:207
Puno;210211;MUNICIPALIDAD DISTRITAL DE SAN ANTON;Gobierno local;Azangaro;San Anton;7;7;12259592;Presupuesto institucional total del pliego;ANEXO-7-2-2:207
Puno;210212;MUNICIPALIDAD DISTRITAL DE SAN JOSE;Gobierno local;Azangaro;San Jose;7;8;6152152;Presupuesto institucional total del pliego;ANEXO-7-2-2:207
Puno;210213;MUNICIPALIDAD DISTRITAL DE SAN JUAN DE SALINAS;Gobierno local;Azangaro;San Juan De Salinas;7;6;4010964;Presupuesto institucional total del pliego;ANEXO-7-2-2:207-208
Puno;210214;MUNICIPALIDAD DISTRITAL DE SANTIAGO DE PUPUJA;Gobierno local;Azangaro;Santiago De Pupuja;7;6;6428070;Presupuesto institucional total del pliego;ANEXO-7-2-2:208
Puno;210215;MUNICIPALIDAD DISTRITAL DE TIRAPATA;Gobierno local;Azangaro;Tirapata;7;7;4185541;Presupuesto institucional total del pliego;ANEXO-7-2-2:208
Puno;210301;MUNICIPALIDAD PROVINCIAL DE CARABAYA -MACUSANI;Gobierno local;Carabaya;Carabaya;7;13;46549386;Presupuesto institucional total del pliego;ANEXO-7-2-2:208-209
Puno;210302;MUNICIPALIDAD DISTRITAL DE AJOYANI;Gobierno local;Carabaya;Ajoyani;7;7;20516755;Presupuesto institucional total del pliego;ANEXO-7-2-2:209
Puno;210303;MUNICIPALIDAD DISTRITAL DE AYAPATA;Gobierno local;Carabaya;Ayapata;7;9;20478764;Presupuesto institucional total del pliego;ANEXO-7-2-2:209
Puno;210304;MUNICIPALIDAD DISTRITAL DE COASA;Gobierno local;Carabaya;Coasa;7;7;9415437;Presupuesto institucional total del pliego;ANEXO-7-2-2:209
Puno;210305;MUNICIPALIDAD DISTRITAL DE CORANI;Gobierno local;Carabaya;Corani;7;9;9210603;Presupuesto institucional total del pliego;ANEXO-7-2-2:210
Puno;210306;MUNICIPALIDAD DISTRITAL DE CRUCERO;Gobierno local;Carabaya;Crucero;7;9;12791591;Presupuesto institucional total del pliego;ANEXO-7-2-2:210
Puno;210307;MUNICIPALIDAD DISTRITAL DE ITUATA;Gobierno local;Carabaya;Ituata;7;8;20664238;Presupuesto institucional total del pliego;ANEXO-7-2-2:210
Puno;210308;MUNICIPALIDAD DISTRITAL DE OLLACHEA;Gobierno local;Carabaya;Ollachea;7;10;15398314;Presupuesto institucional total del pliego;ANEXO-7-2-2:210-211
Puno;210309;MUNICIPALIDAD DISTRITAL DE SAN GABAN;Gobierno local;Carabaya;San Gaban;7;10;23594497;Presupuesto institucional total del pliego;ANEXO-7-2-2:211
